RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	MGRS	JOG	FC	DSG	PC	CC1	ADM1	POP	ELEV	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME_RO	FULL_NAME_RO	FULL_NAME_ND_RO	SORT_NAME_RG	FULL_NAME_RG	FULL_NAME_ND_RG	NOTE	MODIFY_DATE	DISPLAY	NAME_RANK	NAME_LINK	TRANSL_CD	NM_MODIFY_DATE	F_EFCTV_DT	F_TERM_DT
3	-1212358	-1779407	-24.85	30.883333	24:51:00S	30:53:00E	36JTT8611750001	SG36-01	V	FRST		SF	07				V				BLYDE	Blyde	Blyde	BLYDE	Blyde	Blyde		2004-05-11	1,2,3,4,5				1993-09-01		
3	-1217592	-1785563	-25.083333	30.683333	25:05:00S	30:41:00E	36JTT6634323822	SG36-05	V	FRST		SF	07				N				CEYLONSTAATSBOS	Ceylon Staatsbos	Ceylon Staatsbos	CEYLONSTAATSBOS	Ceylon Staatsbos	Ceylon Staatsbos		2004-05-11	1,2,3,4,5	1			1993-09-01		
3	-1217592	-1785561	-25.083333	30.683333	25:05:00S	30:41:00E	36JTT6634323822	SG36-05	V	FRST		SF	07				V				CEYLONFORESTRESERVE	Ceylon Forest Reserve	Ceylon Forest Reserve	CEYLONFORESTRESERVE	Ceylon Forest Reserve	Ceylon Forest Reserve		2004-05-11	1,2,3,4,5				1993-09-01		
3	-1207573	-1773872	-34.016667	20.483333	34:01:00S	20:29:00E	34HDH5229635876	SI34-10	V	FRST		SF	11				N				APPELBOS	Appelbos	Appelbos	APPELBOS	Appelbos	Appelbos		2004-04-23	1,2,3,4,5	1			1993-09-01		
3	-1292969	-1874309	-25.066667	30.733333	25:04:00S	30:44:00E	36JTT7135625753	SG36-05	V	FRST		SF	07				N				TWEEFONTEINSTAATSBOS	Tweefontein Staatsbos	Tweefontein Staatsbos	TWEEFONTEINSTAATSBOS	Tweefontein Staatsbos	Tweefontein Staatsbos		2004-05-11	1,2,3,4,5	1			1993-09-01		
3	-1292969	-1874306	-25.066667	30.733333	25:04:00S	30:44:00E	36JTT7135625753	SG36-05	V	FRST		SF	07				V				TWEEFONTEINFORESTRESERVE	Tweefontein Forest Reserve	Tweefontein Forest Reserve	TWEEFONTEINFORESTRESERVE	Tweefontein Forest Reserve	Tweefontein Forest Reserve		2004-05-11	1,2,3,4,5				1993-09-01		
3	-1265767	-1842488	-28.883333	31.383333	28:53:00S	31:23:00E	36JUP4234903865	SH36-01	V	FRST		SF	02				N				NGOJEFOREST	Ngoje Forest	Ngoje Forest	NGOJEFOREST	Ngoje Forest	Ngoje Forest		2004-04-27	1,2,3,4,5	1			1993-09-01		
3	-1265767	-1842485	-28.883333	31.383333	28:53:00S	31:23:00E	36JUP4234903865	SH36-01	V	FRST		SF	02				V				NGOJE	Ngoje	Ngoje	NGOJE	Ngoje	Ngoje		2004-04-27	1,2,3,4,5				1993-09-01		
3	-1281254	-1860588	-31.35	28.6	31:21:00S	28:36:00E	35JPF5219430502	SH35-16	V	FRST		SF	05				D				SANTFOREST	S.A.N.T. Forest	S.A.N.T. Forest	SANTFOREST	S.A.N.T. Forest	S.A.N.T. Forest		2004-04-27	1,2,3,4,5	1			1993-09-01		
3	-1265320	-1841956	-25.283333	30.816667	25:17:00S	30:49:00E	36JTT8015401889	SG36-05	V	FRST		SF	07				D				NELSRIVIERFORESTRESERVE	Nelsrivier Forest Reserve	Nelsrivier Forest Reserve	NELSRIVIERFORESTRESERVE	Nelsrivier Forest Reserve	Nelsrivier Forest Reserve		2004-05-11	1,2,3,4,5	1			1993-09-01		
