RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	MGRS	JOG	FC	DSG	PC	CC1	ADM1	POP	ELEV	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME_RO	FULL_NAME_RO	FULL_NAME_ND_RO	SORT_NAME_RG	FULL_NAME_RG	FULL_NAME_ND_RG	NOTE	MODIFY_DATE	DISPLAY	NAME_RANK	NAME_LINK	TRANSL_CD	NM_MODIFY_DATE	F_EFCTV_DT	F_TERM_DT
3	11846553	14431870	-29.137671	31.073362	29:08:16S	31:04:24E	36JUN1257675227	SH36-05	A	ADM3		SF	02				N				MAPHUMULO	Maphumulo	Maphumulo	MAPHUMULO	Maphumulo	Maphumulo		2013-09-24	1,2,3,4,5,6,7,8,9	1			2013-09-24		
3	11846553	14431869	-29.137671	31.073362	29:08:16S	31:04:24E	36JUN1257675227	SH36-05	A	ADM3		SF	02				N				MAPHUMULOLOCALMUNICIPALITY	Maphumulo Local Municipality	Maphumulo Local Municipality	MAPHUMULOLOCALMUNICIPALITY	Maphumulo Local Municipality	Maphumulo Local Municipality		2013-09-24	1,2,3,4,5,6,7,8,9	2			2022-01-26		
3	11846554	14431893	-29.124318	31.471733	29:07:28S	31:28:18E	36JUN5131677276	SH36-05	A	ADM3		SF	02				N				MANDENI	Mandeni	Mandeni	MANDENI	Mandeni	Mandeni		2013-09-24	1,2,3,4,5,6,7,8,9	1			2013-09-24		
3	11846554	14431871	-29.124318	31.471733	29:07:28S	31:28:18E	36JUN5131677276	SH36-05	A	ADM3		SF	02				N				MANDENILOCALMUNICIPALITY	Mandeni Local Municipality	Mandeni Local Municipality	MANDENILOCALMUNICIPALITY	Mandeni Local Municipality	Mandeni Local Municipality		2013-09-24	1,2,3,4,5,6,7,8,9	2			2022-01-26		
3	11846555	14431895	-29.352435	31.272548	29:21:09S	31:16:21E	36JUN3230751727	SH36-05	A	ADM3		SF	02				N				KWADUKUZA	KwaDukuza	KwaDukuza	KWADUKUZA	KwaDukuza	KwaDukuza		2013-09-24	1,2,3,4,5,6,7,8,9	1			2013-09-24		
3	11846555	14431894	-29.352435	31.272548	29:21:09S	31:16:21E	36JUN3230751727	SH36-05	A	ADM3		SF	02				N				KWADUKUZALOCALMUNICIPALITY	KwaDukuza Local Municipality	KwaDukuza Local Municipality	KWADUKUZALOCALMUNICIPALITY	KwaDukuza Local Municipality	KwaDukuza Local Municipality		2013-09-24	1,2,3,4,5,6,7,8,9	2			2022-01-26		
3	11846726	14432361	-25.080575	30.585476	25:04:50S	30:35:08E	36JTT5646423954	SG36-05	A	ADM3		SF	07				N				THABACHWEU	Thaba Chweu	Thaba Chweu	THABACHWEU	Thaba Chweu	Thaba Chweu		2013-09-24	1,2,3,4,5,6,7	1			2013-09-24		
3	11846726	14432359	-25.080575	30.585476	25:04:50S	30:35:08E	36JTT5646423954	SG36-05	A	ADM3		SF	07				N				THABACHWEULOCALMUNICIPALITY	Thaba Chweu Local Municipality	Thaba Chweu Local Municipality	THABACHWEULOCALMUNICIPALITY	Thaba Chweu Local Municipality	Thaba Chweu Local Municipality		2013-09-24	1,2,3,4,5,6,7	2			2022-01-26		
3	11846708	14432300	-22.488556	30.820195	22:29:19S	30:49:13E	36KTA7573911463	SF36-09	A	ADM3		SF	09				N				MUTALE	Mutale	Mutale	MUTALE	Mutale	Mutale		2013-09-24	1,2,3,4,5,6,7,8,9	1			2013-09-24		
3	11846708	14432299	-22.488556	30.820195	22:29:19S	30:49:13E	36KTA7573911463	SF36-09	A	ADM3		SF	09				N				MUTALELOCALMUNICIPALITY	Mutale Local Municipality	Mutale Local Municipality	MUTALELOCALMUNICIPALITY	Mutale Local Municipality	Mutale Local Municipality		2013-09-24	1,2,3,4,5,6,7,8,9	2			2022-01-26		
3	11846727	14432363	-25.380344	31.12463	25:22:49S	31:07:29E	36JUS1132291612	SG36-05	A	ADM3		SF	07				N				MBOMBELA	Mbombela	Mbombela	MBOMBELA	Mbombela	Mbombela		2013-09-24	1,2,3,4,5,6,7	1			2013-09-24		
3	11846727	14432362	-25.380344	31.12463	25:22:49S	31:07:29E	36JUS1132291612	SG36-05	A	ADM3		SF	07				N				MBOMBELALOCALMUNICIPALITY	Mbombela Local Municipality	Mbombela Local Municipality	MBOMBELALOCALMUNICIPALITY	Mbombela Local Municipality	Mbombela Local Municipality		2013-09-24	1,2,3,4,5,6,7	2			2022-01-26		
3	11846728	14432365	-25.753438	31.012486	25:45:12S	31:00:45E	36JUS0065650118	SG36-05	A	ADM3		SF	07				N				UMJINDI	Umjindi	Umjindi	UMJINDI	Umjindi	Umjindi		2013-09-24	1,2,3,4,5,6,7	1			2013-09-24		
3	11846728	14432364	-25.753438	31.012486	25:45:12S	31:00:45E	36JUS0065650118	SG36-05	A	ADM3		SF	07				N				UMJINDILOCALMUNICIPALITY	Umjindi Local Municipality	Umjindi Local Municipality	UMJINDILOCALMUNICIPALITY	Umjindi Local Municipality	Umjindi Local Municipality		2013-09-24	1,2,3,4,5,6,7	2			2022-01-26		
3	11846730	14432369	-25.494644	31.762987	25:29:41S	31:45:47E	36JUS7567279701	SG36-06	A	ADM3		SF	07				N				NKOMAZI	Nkomazi	Nkomazi	NKOMAZI	Nkomazi	Nkomazi		2013-09-24	1,2,3,4,5,6,7	1			2013-09-24		
3	11846730	14432366	-25.494644	31.762987	25:29:41S	31:45:47E	36JUS7567279701	SG36-06	A	ADM3		SF	07				N				NKOMAZILOCALMUNICIPALITY	Nkomazi Local Municipality	Nkomazi Local Municipality	NKOMAZILOCALMUNICIPALITY	Nkomazi Local Municipality	Nkomazi Local Municipality		2013-09-24	1,2,3,4,5,6,7	2			2022-01-26		
3	11846731	14432371	-24.547891	31.560266	24:32:52S	31:33:37E	36JUT5418084351	SG36-02	A	ADM3		SF	07				N				BUSHBUCKRIDGE	Bushbuckridge	Bushbuckridge	BUSHBUCKRIDGE	Bushbuckridge	Bushbuckridge		2013-09-24	1,2,3,4,5,6,7	1			2013-09-24		
3	11846731	14432370	-24.547891	31.560266	24:32:52S	31:33:37E	36JUT5418084351	SG36-02	A	ADM3		SF	07				N				BUSHBUCKRIDGELOCALMUNICIPALITY	Bushbuckridge Local Municipality	Bushbuckridge Local Municipality	BUSHBUCKRIDGELOCALMUNICIPALITY	Bushbuckridge Local Municipality	Bushbuckridge Local Municipality		2013-09-24	1,2,3,4,5,6,7	2			2022-01-26		
3	11846448	14431646	-30.474105	30.327808	30:28:27S	30:19:40E	36JTM4346225643	SH36-09	A	ADM3		SF	02				N				UMZUMBE	Umzumbe	Umzumbe	UMZUMBE	Umzumbe	Umzumbe		2013-09-24	1,2,3,4,5,6,7,8,9	1			2013-09-24		
3	11846448	14431645	-30.474105	30.327808	30:28:27S	30:19:40E	36JTM4346225643	SH36-09	A	ADM3		SF	02				N				UMZUMBELOCALMUNICIPALITY	Umzumbe Local Municipality	Umzumbe Local Municipality	UMZUMBELOCALMUNICIPALITY	Umzumbe Local Municipality	Umzumbe Local Municipality		2013-09-24	1,2,3,4,5,6,7,8,9	2			2022-01-26		
3	11846709	14432302	-22.926066	30.880541	22:55:34S	30:52:50E	36KTV8264263098	SF36-09	A	ADM3		SF	09				N				THULAMELA	Thulamela	Thulamela	THULAMELA	Thulamela	Thulamela		2013-09-24	1,2,3,4,5,6,7,8,9	1			2013-09-24		
3	11846709	14432301	-22.926066	30.880541	22:55:34S	30:52:50E	36KTV8264263098	SF36-09	A	ADM3		SF	09				N				THULAMELALOCALMUNICIPALITY	Thulamela Local Municipality	Thulamela Local Municipality	THULAMELALOCALMUNICIPALITY	Thulamela Local Municipality	Thulamela Local Municipality		2013-09-24	1,2,3,4,5,6,7,8,9	2			2022-01-26		
3	11846450	14431649	-30.342799	30.680555	30:20:34S	30:40:50E	36JTM7703840948	SH36-09	A	ADM3		SF	02				N				UMDONI	Umdoni	Umdoni	UMDONI	Umdoni	Umdoni		2013-09-24	1,2,3,4,5,6,7,8,9	1			2013-09-24		
3	11846450	14431648	-30.342799	30.680555	30:20:34S	30:40:50E	36JTM7703840948	SH36-09	A	ADM3		SF	02				N				UMDONILOCALMUNICIPALITY	Umdoni Local Municipality	Umdoni Local Municipality	UMDONILOCALMUNICIPALITY	Umdoni Local Municipality	Umdoni Local Municipality		2013-09-24	1,2,3,4,5,6,7,8,9	2			2022-01-26		
3	11846451	14431651	-30.199252	30.544797	30:11:57S	30:32:41E	36JTM6364056587	SH36-09	A	ADM3		SF	02				N				VULAMEHLO	Vulamehlo	Vulamehlo	VULAMEHLO	Vulamehlo	Vulamehlo		2013-09-24	1,2,3,4,5,6,7,8,9	1			2013-09-24		
